"id","title","isbn","category_id","publisher_id","publish_year","image_url_s","image_url_m","image_url_l","created_at","updated_at","author_id"
13242,Fox in a Trap,"395544262",8,1714,1990,http://images.amazon.com/images/P/0395544262.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0395544262.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0395544262.01.LZZZZZZZ.jpg,2026-05-26 00:56:03.166 +0530,2026-05-27 20:55:13.069 +0530,
13243,The Secret of Mirror Bay (Nancy Drew Mystery Stories No 49),"448095491",5,594,1972,http://images.amazon.com/images/P/0448095491.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0448095491.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0448095491.01.LZZZZZZZ.jpg,2026-05-26 00:56:03.166 +0530,2026-05-27 20:55:13.069 +0530,
13244,The Mystery of the 99 Steps (Nancy Drew Mystery Stories No 43),"448095432",5,594,1966,http://images.amazon.com/images/P/0448095432.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0448095432.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0448095432.01.LZZZZZZZ.jpg,2026-05-26 00:56:03.166 +0530,2026-05-27 20:55:13.069 +0530,
13245,Baby-Sitters Little Sister #14:  Karens New Year,"590436465",8,25,1995,http://images.amazon.com/images/P/0590436465.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0590436465.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0590436465.01.LZZZZZZZ.jpg,2026-05-26 00:56:03.166 +0530,2026-05-27 20:55:13.069 +0530,
13246,The Haunted Bridge (Nancy Drew Mystery Stories No 15),"448095157",5,594,1937,http://images.amazon.com/images/P/0448095157.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0448095157.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0448095157.01.LZZZZZZZ.jpg,2026-05-26 00:56:03.166 +0530,2026-05-27 20:55:13.069 +0530,
13247,The Clue in the Crossword Cipher (Nancy Drew Mystery Stories No 44),"448095440",5,594,1967,http://images.amazon.com/images/P/0448095440.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0448095440.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0448095440.01.LZZZZZZZ.jpg,2026-05-26 00:56:03.166 +0530,2026-05-27 20:55:13.069 +0530,
13248,Coming Home (Heartland),"439130204",8,25,2000,http://images.amazon.com/images/P/0439130204.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0439130204.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0439130204.01.LZZZZZZZ.jpg,2026-05-26 00:56:03.166 +0530,2026-05-27 20:55:13.069 +0530,
13249,After the Storm (Heartland (Scholastic Paperback)),"439130220",8,25,2000,http://images.amazon.com/images/P/0439130220.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0439130220.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0439130220.01.LZZZZZZZ.jpg,2026-05-26 00:56:03.166 +0530,2026-05-27 20:55:13.069 +0530,
13250,Breaking Free (Heartland (Scholastic Paperback)),"439130247",8,25,2000,http://images.amazon.com/images/P/0439130247.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0439130247.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0439130247.01.LZZZZZZZ.jpg,2026-05-26 00:56:03.166 +0530,2026-05-27 20:55:13.069 +0530,
13251,Usborne Hotshots Riding (Hotshots Series),"746022751",8,2082,1995,http://images.amazon.com/images/P/0746022751.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0746022751.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0746022751.01.LZZZZZZZ.jpg,2026-05-26 00:56:03.166 +0530,2026-05-27 20:55:13.069 +0530,
13252,Horse for X.Y.Z.,"590300393",8,25,1980,http://images.amazon.com/images/P/0590300393.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0590300393.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0590300393.01.LZZZZZZZ.jpg,2026-05-26 00:56:03.166 +0530,2026-05-27 20:55:13.069 +0530,
13253,The Return of Santa Paws (Santa Paws),"590944711",8,736,1996,http://images.amazon.com/images/P/0590944711.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0590944711.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0590944711.01.LZZZZZZZ.jpg,2026-05-26 00:56:03.166 +0530,2026-05-27 20:55:13.069 +0530,
13254,The Berenstain Bears and the Nerdy Nephew (A Big Chapter Book),"679836101",8,354,1993,http://images.amazon.com/images/P/0679836101.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679836101.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679836101.01.LZZZZZZZ.jpg,2026-05-26 00:56:03.166 +0530,2026-05-27 20:55:13.069 +0530,
13255,The Berenstain Bears and the Dress Code (Berenstain Bears Big Chapter Book (Paper)),"679866655",8,354,1994,http://images.amazon.com/images/P/0679866655.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679866655.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679866655.01.LZZZZZZZ.jpg,2026-05-26 00:56:03.166 +0530,2026-05-27 20:55:13.069 +0530,
13256,Ghost Horse (Phantom Rider Bk 1),"590673130",8,25,1996,http://images.amazon.com/images/P/0590673130.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0590673130.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0590673130.01.LZZZZZZZ.jpg,2026-05-26 00:56:03.166 +0530,2026-05-27 20:55:13.069 +0530,
13257,Thunder: Mighty Stallion to the Rescue,"448148943",8,2083,1978,http://images.amazon.com/images/P/0448148943.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0448148943.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0448148943.01.LZZZZZZZ.jpg,2026-05-26 00:56:03.166 +0530,2026-05-27 20:55:13.069 +0530,
13258,CHELSEY AND THE GREEN-HAIRED KID : CHELSEY AND THE GREEN-HAIRED KID,"671787136",8,106,1992,http://images.amazon.com/images/P/0671787136.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671787136.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671787136.01.LZZZZZZZ.jpg,2026-05-26 00:56:03.166 +0530,2026-05-27 20:55:13.069 +0530,
13259,To the Summit (An Avon Flare Book),"038079537X",8,246,1998,http://images.amazon.com/images/P/038079537X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/038079537X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/038079537X.01.LZZZZZZZ.jpg,2026-05-26 00:56:03.166 +0530,2026-05-27 20:55:13.069 +0530,
13260,Journey to Nowhere,"440414911",8,400,1998,http://images.amazon.com/images/P/0440414911.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440414911.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440414911.01.LZZZZZZZ.jpg,2026-05-26 00:56:03.166 +0530,2026-05-27 20:55:13.069 +0530,
13261,Horse &amp Rider: From Basics to Show Competition,"671183699",8,2084,1979,http://images.amazon.com/images/P/0671183699.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671183699.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671183699.01.LZZZZZZZ.jpg,2026-05-26 00:56:03.166 +0530,2026-05-27 20:55:13.069 +0530,
13262,Riding Freedom,"590957678",8,294,0,http://images.amazon.com/images/P/0590957678.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0590957678.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0590957678.01.LZZZZZZZ.jpg,2026-05-26 00:56:03.166 +0530,2026-05-27 20:55:13.069 +0530,
13263,Search for the Star (Unicorns of Balinor),"439120470",8,25,1999,http://images.amazon.com/images/P/0439120470.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0439120470.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0439120470.01.LZZZZZZZ.jpg,2026-05-26 00:56:03.166 +0530,2026-05-27 20:55:13.069 +0530,
13264,By Fire by Moonlight (Unicorns of Balinor),"439062837",8,2085,1999,http://images.amazon.com/images/P/0439062837.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0439062837.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0439062837.01.LZZZZZZZ.jpg,2026-05-26 00:56:03.166 +0530,2026-05-27 20:55:13.069 +0530,
13265,Unicorns of Balinor #3: Valley of Fear,"439062829",8,2085,1999,http://images.amazon.com/images/P/0439062829.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0439062829.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0439062829.01.LZZZZZZZ.jpg,2026-05-26 00:56:03.166 +0530,2026-05-27 20:55:13.069 +0530,
13266,The Road to Balinor  (Unicorns of Balinor #1),"439062802",8,25,1999,http://images.amazon.com/images/P/0439062802.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0439062802.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0439062802.01.LZZZZZZZ.jpg,2026-05-26 00:56:03.166 +0530,2026-05-27 20:55:13.069 +0530,
13267,Instant Guide to Horses (Instant Guide.),"517208326",8,664,2000,http://images.amazon.com/images/P/0517208326.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0517208326.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0517208326.01.LZZZZZZZ.jpg,2026-05-26 00:56:03.166 +0530,2026-05-27 20:55:13.069 +0530,
13268,Ghost Abbey (Point),"590416936",8,176,1994,http://images.amazon.com/images/P/0590416936.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0590416936.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0590416936.01.LZZZZZZZ.jpg,2026-05-26 00:56:03.166 +0530,2026-05-27 20:55:13.069 +0530,
13269,Well,"439056527",8,176,1999,http://images.amazon.com/images/P/0439056527.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0439056527.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0439056527.01.LZZZZZZZ.jpg,2026-05-26 00:56:03.166 +0530,2026-05-27 20:55:13.069 +0530,
13270,Maggie and a Horse Named Devildust,"936650087",8,2086,1989,http://images.amazon.com/images/P/0936650087.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0936650087.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0936650087.01.LZZZZZZZ.jpg,2026-05-26 00:56:03.166 +0530,2026-05-27 20:55:13.069 +0530,
13271,The Voice on the Radio (Laurel Leaf Books),"440219779",8,357,1998,http://images.amazon.com/images/P/0440219779.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440219779.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440219779.01.LZZZZZZZ.jpg,2026-05-26 00:56:03.166 +0530,2026-05-27 20:55:13.069 +0530,
13272,The Maze (Avon Camelot Books (Paperback)),"038072913X",8,246,1999,http://images.amazon.com/images/P/038072913X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/038072913X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/038072913X.01.LZZZZZZZ.jpg,2026-05-26 00:56:03.166 +0530,2026-05-27 20:55:13.069 +0530,
13273,Appointment with Death,"425067750",8,7,1984,http://images.amazon.com/images/P/0425067750.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425067750.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425067750.01.LZZZZZZZ.jpg,2026-05-26 00:56:03.166 +0530,2026-05-27 20:55:13.069 +0530,
13274,The Birthday Murder (Perennial Library Mystery Series),"60805188",5,34,1980,http://images.amazon.com/images/P/0060805188.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060805188.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060805188.01.LZZZZZZZ.jpg,2026-05-26 00:56:03.166 +0530,2026-05-27 20:55:13.069 +0530,
13275,Athabasca,"449200019",8,92,1990,http://images.amazon.com/images/P/0449200019.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449200019.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449200019.01.LZZZZZZZ.jpg,2026-05-26 00:56:03.166 +0530,2026-05-27 20:55:13.069 +0530,
13276,Quiet As a Nun,"441698859",8,59,1978,http://images.amazon.com/images/P/0441698859.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0441698859.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0441698859.01.LZZZZZZZ.jpg,2026-05-26 00:56:03.166 +0530,2026-05-27 20:55:13.069 +0530,
13277,SHADOWS LIGHT,"671600427",8,40,1985,http://images.amazon.com/images/P/0671600427.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671600427.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671600427.01.LZZZZZZZ.jpg,2026-05-26 00:56:03.166 +0530,2026-05-27 20:55:13.069 +0530,
13278,Medical Treason,"425132358",8,7,1992,http://images.amazon.com/images/P/0425132358.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425132358.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425132358.01.LZZZZZZZ.jpg,2026-05-26 00:56:03.166 +0530,2026-05-27 20:55:13.069 +0530,
13279,BEST SCI FICT   12 (Best Science Fiction of the Year),"671466801",2,40,1983,http://images.amazon.com/images/P/0671466801.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671466801.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671466801.01.LZZZZZZZ.jpg,2026-05-26 00:56:03.166 +0530,2026-05-27 20:55:13.069 +0530,
13280,Purple Plain,"140011528",8,1358,1977,http://images.amazon.com/images/P/0140011528.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140011528.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140011528.01.LZZZZZZZ.jpg,2026-05-26 00:56:03.166 +0530,2026-05-27 20:55:13.069 +0530,
13281,But Death Runs Faster,"425108449",8,436,1988,http://images.amazon.com/images/P/0425108449.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425108449.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425108449.01.LZZZZZZZ.jpg,2026-05-26 00:56:03.166 +0530,2026-05-27 20:55:13.069 +0530,
13282,IN PALE BATTALIONS : IN PALE BATTALIONS,"671649469",8,40,1989,http://images.amazon.com/images/P/0671649469.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671649469.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671649469.01.LZZZZZZZ.jpg,2026-05-26 00:56:03.166 +0530,2026-05-27 20:55:13.069 +0530,
13283,Fallen Hearts,"671642561",8,40,1988,http://images.amazon.com/images/P/0671642561.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671642561.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671642561.01.LZZZZZZZ.jpg,2026-05-26 00:56:03.166 +0530,2026-05-27 20:55:13.069 +0530,
13284,Secrets of the Morning (Cutler),"671695126",5,40,1991,http://images.amazon.com/images/P/0671695126.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671695126.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671695126.01.LZZZZZZZ.jpg,2026-05-26 00:56:03.166 +0530,2026-05-27 20:55:13.069 +0530,
13285,SEEDS OF YESTERDY (Dollanger Saga (Paperback)),"671443283",8,40,1984,http://images.amazon.com/images/P/0671443283.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671443283.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671443283.01.LZZZZZZZ.jpg,2026-05-26 00:56:03.166 +0530,2026-05-27 20:55:13.069 +0530,
13286,Nightcap (Harlequin Superromance No 70221),"373702213",8,149,1986,http://images.amazon.com/images/P/0373702213.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373702213.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373702213.01.LZZZZZZZ.jpg,2026-05-26 00:56:03.166 +0530,2026-05-27 20:55:13.069 +0530,
13287,On Maiden Lane,"380778009",8,81,1981,http://images.amazon.com/images/P/0380778009.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380778009.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380778009.01.LZZZZZZZ.jpg,2026-05-26 00:56:03.166 +0530,2026-05-27 20:55:13.069 +0530,
13288,Clear and Present Danger,"425144372",8,7,1994,http://images.amazon.com/images/P/0425144372.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425144372.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425144372.01.LZZZZZZZ.jpg,2026-05-26 00:56:03.166 +0530,2026-05-27 20:55:13.069 +0530,
13289,The Far Pavillions,"055312997X",8,39,1978,http://images.amazon.com/images/P/055312997X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/055312997X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/055312997X.01.LZZZZZZZ.jpg,2026-05-26 00:56:03.166 +0530,2026-05-27 20:55:13.069 +0530,
13290,Hidden Assets,"380785358",8,46,1981,http://images.amazon.com/images/P/0380785358.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380785358.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380785358.01.LZZZZZZZ.jpg,2026-05-26 00:56:03.166 +0530,2026-05-27 20:55:13.069 +0530,
13291,The Love Token,"872165272",8,2087,1979,http://images.amazon.com/images/P/0872165272.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0872165272.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0872165272.01.LZZZZZZZ.jpg,2026-05-26 00:56:03.166 +0530,2026-05-27 20:55:13.069 +0530,
13292,God Project,"055323336X",8,39,1983,http://images.amazon.com/images/P/055323336X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/055323336X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/055323336X.01.LZZZZZZZ.jpg,2026-05-26 00:56:03.166 +0530,2026-05-27 20:55:13.069 +0530,
13293,HAMLET ULTIMATUM,"671672711",8,40,1991,http://images.amazon.com/images/P/0671672711.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671672711.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671672711.01.LZZZZZZZ.jpg,2026-05-26 00:56:03.166 +0530,2026-05-27 20:55:13.069 +0530,
13294,COBRAS TWO,"671721143",8,478,1992,http://images.amazon.com/images/P/0671721143.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671721143.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671721143.01.LZZZZZZZ.jpg,2026-05-26 00:56:03.166 +0530,2026-05-27 20:55:13.069 +0530,
13295,Computer Data-Base Organization (Prentice-Hall Series in Automatic Computation),"131654233",3,520,1977,http://images.amazon.com/images/P/0131654233.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0131654233.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0131654233.01.LZZZZZZZ.jpg,2026-05-26 00:56:03.166 +0530,2026-05-27 20:55:13.069 +0530,
13296,Microsoft Windows DNA Exposed,"672315610",8,2088,1999,http://images.amazon.com/images/P/0672315610.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0672315610.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0672315610.01.LZZZZZZZ.jpg,2026-05-26 00:56:03.166 +0530,2026-05-27 20:55:13.069 +0530,
13297,Principles of Data-Base Management,"137089171",8,1486,1976,http://images.amazon.com/images/P/0137089171.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0137089171.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0137089171.01.LZZZZZZZ.jpg,2026-05-26 00:56:03.166 +0530,2026-05-27 20:55:13.069 +0530,
13298,Open Systems (Prentice Hall Series in Innovative Technology),"136362346",8,520,1991,http://images.amazon.com/images/P/0136362346.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0136362346.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0136362346.01.LZZZZZZZ.jpg,2026-05-26 00:56:03.166 +0530,2026-05-27 20:55:13.069 +0530,
13299,A conceptual model of a business transaction management system,"907219439X",8,2089,1994,http://images.amazon.com/images/P/907219439X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/907219439X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/907219439X.01.LZZZZZZZ.jpg,2026-05-26 00:56:03.166 +0530,2026-05-27 20:55:13.069 +0530,
13300,Workflow Handbook 1997,"471969478",8,577,1997,http://images.amazon.com/images/P/0471969478.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0471969478.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0471969478.01.LZZZZZZZ.jpg,2026-05-26 00:56:03.166 +0530,2026-05-27 20:55:13.069 +0530,
13301,The Giving Tree,"60256656",8,43,1964,http://images.amazon.com/images/P/0060256656.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060256656.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060256656.01.LZZZZZZZ.jpg,2026-05-26 00:56:03.166 +0530,2026-05-27 20:55:13.069 +0530,
13302,Verdi,"152010289",8,1664,1997,http://images.amazon.com/images/P/0152010289.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0152010289.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0152010289.01.LZZZZZZZ.jpg,2026-05-26 00:56:03.166 +0530,2026-05-27 20:55:13.069 +0530,
13303,Chicken Sunday,"698116151",8,1204,1998,http://images.amazon.com/images/P/0698116151.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0698116151.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0698116151.01.LZZZZZZZ.jpg,2026-05-26 00:56:03.166 +0530,2026-05-27 20:55:13.069 +0530,
13304,A Little Prairie House (Little House Picture Book),"60259078",8,143,1998,http://images.amazon.com/images/P/0060259078.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060259078.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060259078.01.LZZZZZZZ.jpg,2026-05-26 00:56:03.166 +0530,2026-05-27 20:55:13.069 +0530,
13305,Miss Spiders Wedding (Miss Spider),"590568663",8,25,1995,http://images.amazon.com/images/P/0590568663.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0590568663.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0590568663.01.LZZZZZZZ.jpg,2026-05-26 00:56:03.166 +0530,2026-05-27 20:55:13.069 +0530,
13306,Safe Harbour,"749933380",8,683,2003,http://images.amazon.com/images/P/0749933380.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0749933380.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0749933380.01.LZZZZZZZ.jpg,2026-05-26 00:56:03.166 +0530,2026-05-27 20:55:13.069 +0530,
13307,Magpies: Short Stories from Wales,"1859028519",1,2090,2000,http://images.amazon.com/images/P/1859028519.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1859028519.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1859028519.01.LZZZZZZZ.jpg,2026-05-26 00:56:03.166 +0530,2026-05-27 20:55:13.069 +0530,
13308,Someone Like You/Keeping the Moon Flip Book,"142301655",8,209,2002,http://images.amazon.com/images/P/0142301655.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0142301655.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0142301655.01.LZZZZZZZ.jpg,2026-05-26 00:56:03.166 +0530,2026-05-27 20:55:13.069 +0530,
13309,Invincible,"948524588",8,2091,0,http://images.amazon.com/images/P/0948524588.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0948524588.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0948524588.01.LZZZZZZZ.jpg,2026-05-26 00:56:03.166 +0530,2026-05-27 20:55:13.069 +0530,
13310,Sex and the City,"349111863",8,95,2000,http://images.amazon.com/images/P/0349111863.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0349111863.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0349111863.01.LZZZZZZZ.jpg,2026-05-26 00:56:03.166 +0530,2026-05-27 20:55:13.069 +0530,
13311,Follow Your Heart,"749395389",8,1578,1995,http://images.amazon.com/images/P/0749395389.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0749395389.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0749395389.01.LZZZZZZZ.jpg,2026-05-26 00:56:03.166 +0530,2026-05-27 20:55:13.069 +0530,
13312,Ah Sweet Mystery of Life: The Country Stories of Roald Dahl (Penguin Fiction),"140118470",5,56,1991,http://images.amazon.com/images/P/0140118470.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140118470.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140118470.01.LZZZZZZZ.jpg,2026-05-26 00:56:03.166 +0530,2026-05-27 20:55:13.069 +0530,
13313,Taken,"044024126X",8,168,2002,http://images.amazon.com/images/P/044024126X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/044024126X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/044024126X.01.LZZZZZZZ.jpg,2026-05-26 00:56:03.166 +0530,2026-05-27 20:55:13.069 +0530,
13314,Tales of Old Japan,"1840225106",1,1279,2001,http://images.amazon.com/images/P/1840225106.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1840225106.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1840225106.01.LZZZZZZZ.jpg,2026-05-26 00:56:03.166 +0530,2026-05-27 20:55:13.069 +0530,
13315,Escape,"340654163",8,1109,1999,http://images.amazon.com/images/P/0340654163.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0340654163.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0340654163.01.LZZZZZZZ.jpg,2026-05-26 00:56:03.166 +0530,2026-05-27 20:55:13.069 +0530,
13316,Call of the Deep,"380773309",8,177,1994,http://images.amazon.com/images/P/0380773309.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380773309.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380773309.01.LZZZZZZZ.jpg,2026-05-26 00:56:03.166 +0530,2026-05-27 20:55:13.069 +0530,
13317,Wild,"812512774",8,41,1991,http://images.amazon.com/images/P/0812512774.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0812512774.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0812512774.01.LZZZZZZZ.jpg,2026-05-26 00:56:03.166 +0530,2026-05-27 20:55:13.069 +0530,
13318,Fallen Hearts (Casteel),"671729403",8,40,1990,http://images.amazon.com/images/P/0671729403.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671729403.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671729403.01.LZZZZZZZ.jpg,2026-05-26 00:56:03.166 +0530,2026-05-27 20:55:13.069 +0530,
13319,Gates of Paradise (Casteel),"671729438",8,40,1990,http://images.amazon.com/images/P/0671729438.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671729438.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671729438.01.LZZZZZZZ.jpg,2026-05-26 00:56:03.166 +0530,2026-05-27 20:55:13.069 +0530,
13320,The Beast Is Waiting for You (Nightmares),"6749151",8,43,1994,http://images.amazon.com/images/P/0006749151.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0006749151.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0006749151.01.LZZZZZZZ.jpg,2026-05-26 00:56:03.166 +0530,2026-05-27 20:55:13.069 +0530,
