"id","name","website","created_at"
1332,Book Peddlers,"",2026-05-25 22:10:05.866 +0530
1333,McGraw-Hill Osborne Media,"",2026-05-25 22:10:05.866 +0530
1334,Tommy Nelson,"",2026-05-25 22:10:05.866 +0530
1335,Crossroad Publishing Company,"",2026-05-25 22:10:05.866 +0530
1336,PublishAmerica,"",2026-05-25 22:10:05.866 +0530
1337,Pointe Pubs,"",2026-05-25 22:10:05.866 +0530
1338,Passport Books,"",2026-05-25 22:10:05.866 +0530
1339,NTC/Contemporary Publishing,"",2026-05-25 22:10:05.866 +0530
1340,Limelight Editions,"",2026-05-25 22:10:05.866 +0530
1341,Turnstone Press,"",2026-05-25 22:10:05.866 +0530
1342,Insomniac Press,"",2026-05-25 22:10:05.866 +0530
1343,Faber and Faber Ltd,"",2026-05-25 22:10:05.866 +0530
1344,Bess Press,"",2026-05-25 22:10:05.866 +0530
1345,Waveland Press,"",2026-05-25 22:10:05.866 +0530
1346,BOA Editions,"",2026-05-25 22:10:05.866 +0530
1347,Duke University Press,"",2026-05-25 22:10:05.866 +0530
1348,iUniverse.com,"",2026-05-25 22:10:05.866 +0530
1349,Birch Brook Press,"",2026-05-25 22:10:05.866 +0530
1350,Alianza Editorial,"",2026-05-25 22:10:05.866 +0530
1351,Diana,"",2026-05-25 22:10:05.866 +0530
1352,McClelland &amp; Stewart Ltd,"",2026-05-25 22:10:05.866 +0530
1353,Studio Loplop,"",2026-05-25 22:10:05.866 +0530
1354,Wiley John &amp; Sons,"",2026-05-25 22:10:05.866 +0530
1355,Kogan Page,"",2026-05-25 22:10:05.866 +0530
1356,Financial Times Prentice Hall,"",2026-05-25 22:10:05.866 +0530
1357,Firebird Distributing,"",2026-05-25 22:10:05.866 +0530
1358,Viking Press,"",2026-05-25 22:10:05.866 +0530
1359,Essence Communications,"",2026-05-25 22:10:05.866 +0530
1360,Wilhelm Goldmann Verlag GmbH,"",2026-05-25 22:10:05.866 +0530
1361,Rodale Books,"",2026-05-25 22:10:05.866 +0530
1362,Palgrave Macmillan,"",2026-05-25 22:10:05.866 +0530
1363,Liamworks,"",2026-05-25 22:10:05.866 +0530
1364,distributed by Harper &amp; Row,"",2026-05-25 22:10:05.866 +0530
1365,Dragonfly Books,"",2026-05-25 22:10:05.866 +0530
1366,Siruela,"",2026-05-25 22:10:05.866 +0530
1367,Grupo Oceano,"",2026-05-25 22:10:05.866 +0530
1368,Debols!llo,"",2026-05-25 22:10:05.866 +0530
1369,Pubs Wholesale,"",2026-05-25 22:10:05.866 +0530
1370,Simon Schuster,"",2026-05-25 22:10:05.866 +0530
1371,Anchor (UK),"",2026-05-25 22:10:05.866 +0530
1372,Minerva Press Ltd.,"",2026-05-25 22:10:05.866 +0530
1373,Harvest House Pub,"",2026-05-25 22:10:05.866 +0530
1374,Continental Book Co Inc,"",2026-05-25 22:10:05.866 +0530
1375,Ideal Foreign Books,"",2026-05-25 22:10:05.866 +0530
1376,The International Library of Poetry,"",2026-05-25 22:10:05.866 +0530
1377,Natl Reference Inst Pubns,"",2026-05-25 22:10:05.866 +0530
1378,Tsar Publications,"",2026-05-25 22:10:05.866 +0530
1379,Fine Edge Publications,"",2026-05-25 22:10:05.866 +0530
1380,H B Fenn &amp; Co,"",2026-05-25 22:10:05.866 +0530
1381,Granite Impex Ltd,"",2026-05-25 22:10:05.866 +0530
1382,NeWest Press,"",2026-05-25 22:10:05.866 +0530
1383,Bridge Works Publishing Company,"",2026-05-25 22:10:05.866 +0530
1384,Diffusion Hachette,"",2026-05-25 22:10:05.866 +0530
1385,Rutgers Univ Pr,"",2026-05-25 22:10:05.866 +0530
1386,Blue Dolphin Publishing,"",2026-05-25 22:10:05.866 +0530
1387,Oneworld Publications,"",2026-05-25 22:10:05.866 +0530
1388,Peta Publications,"",2026-05-25 22:10:05.866 +0530
1389,E.P. Dutton,"",2026-05-25 22:10:05.866 +0530
1390,Betterway Books,"",2026-05-25 22:10:05.866 +0530
1391,Bluedoor Publishing,"",2026-05-25 22:10:05.866 +0530
1392,Ocean Cruise Guides,"",2026-05-25 22:10:05.866 +0530
1393,Dove Books,"",2026-05-25 22:10:05.866 +0530
1394,Crossroad General Interest,"",2026-05-25 22:10:05.866 +0530
1395,Recorded Books,"",2026-05-25 22:10:05.866 +0530
1396,Outlet Books Company,"",2026-05-25 22:10:05.866 +0530
1397,Destiny Books,"",2026-05-25 22:10:05.866 +0530
1398,EdiÃ§Ãµes ASA,"",2026-05-25 22:10:05.866 +0530
1399,Kodansha International (JPN),"",2026-05-25 22:10:05.866 +0530
1400,"Earthlight Press, Limited","",2026-05-25 22:10:05.866 +0530
1401,Good News Publishers,"",2026-05-25 22:10:05.866 +0530
1402,Chariot Victor Publishing,"",2026-05-25 22:10:05.866 +0530
1403,Crossway Books,"",2026-05-25 22:10:05.866 +0530
1404,Adventist Book Center New Jersey,"",2026-05-25 22:10:05.866 +0530
1405,Steerforth Press,"",2026-05-25 22:10:05.866 +0530
1406,Bloomsbury Publishing Plc,"",2026-05-25 22:10:05.866 +0530
1407,Taylor Trade Publishing,"",2026-05-25 22:10:05.866 +0530
1408,Headline Book Publishing,"",2026-05-25 22:10:05.866 +0530
1409,Academy Chicago Publishers,"",2026-05-25 22:10:05.866 +0530
1410,HSA Publications,"",2026-05-25 22:10:05.866 +0530
1411,Lomond Publications Inc,"",2026-05-25 22:10:05.866 +0530
1412,Third World Press,"",2026-05-25 22:10:05.866 +0530
1413,U.S. Games Systems,"",2026-05-25 22:10:05.866 +0530
1414,Constable and Company Ltd,"",2026-05-25 22:10:05.866 +0530
1415,Boru Books,"",2026-05-25 22:10:05.866 +0530
1416,American Federation of Astrologers,"",2026-05-25 22:10:05.866 +0530
1417,Ravensburger Buchverlag,"",2026-05-25 22:10:05.866 +0530
1418,Apple Classics (Scholastic),"",2026-05-25 22:10:05.866 +0530
1419,"Fresh Squeezed Books, LLC","",2026-05-25 22:10:05.866 +0530
1420,Mentor Books,"",2026-05-25 22:10:05.866 +0530
1421,Dell Pub,"",2026-05-25 22:10:05.866 +0530
1422,T S R,"",2026-05-25 22:10:05.866 +0530
1423,Turner,"",2026-05-25 22:10:05.866 +0530
1424,"ConsejerÃ­a EducaciÃ³n y Cultura, DirecciÃ³n General de AcciÃ³n Cultural","",2026-05-25 22:10:05.866 +0530
1425,White Wolf Pub,"",2026-05-25 22:10:05.866 +0530
1426,Pomegranate Communications,"",2026-05-25 22:10:05.866 +0530
1427,Smithmark Publishers,"",2026-05-25 22:10:05.866 +0530
1428,First Glance Books,"",2026-05-25 22:10:05.866 +0530
1429,Akron Art Museum,"",2026-05-25 22:10:05.866 +0530
1430,Sierra Club Books,"",2026-05-25 22:10:05.866 +0530
1431,Macmillan,"",2026-05-25 22:10:05.866 +0530
1432,Simon &amp; Schuster Adult Publishing Group,"",2026-05-25 22:10:05.866 +0530
1433,Random House~childrens,"",2026-05-25 22:10:05.866 +0530
1434,Walker &amp; Co,"",2026-05-25 22:10:05.866 +0530
1435,Grijalbo,"",2026-05-25 22:10:05.866 +0530
1436,P.O.L.,"",2026-05-25 22:10:05.866 +0530
1437,Barnes &amp; Noble,"",2026-05-25 22:10:05.866 +0530
1438,Crescent Books,"",2026-05-25 22:10:05.866 +0530
1439,Eckankar,"",2026-05-25 22:10:05.866 +0530
1440,United States Institute of Peace,"",2026-05-25 22:10:05.866 +0530
1441,Avenel Books,"",2026-05-25 22:10:05.866 +0530
1442,Marlboro Press,"",2026-05-25 22:10:05.866 +0530
1443,Anatolian Treasures,"",2026-05-25 22:10:05.866 +0530
1444,Cardoza,"",2026-05-25 22:10:05.866 +0530
1445,Pegasus Publications,"",2026-05-25 22:10:05.866 +0530
1446,Biblioteca Universale Rizzoli,"",2026-05-25 22:10:05.866 +0530
1447,Bethany House,"",2026-05-25 22:10:05.866 +0530
1448,Houghton Mifflin School,"",2026-05-25 22:10:05.866 +0530
1449,Silhouette Books,"",2026-05-25 22:10:05.866 +0530
1450,PaperJacks,"",2026-05-25 22:10:05.866 +0530
1451,Scholastic Inc.School Market Edition,"",2026-05-25 22:10:05.866 +0530
1452,Volo Paperbacks,"",2026-05-25 22:10:05.866 +0530
1453,Merriam Webster,"",2026-05-25 22:10:05.866 +0530
1454,General Distribution Services,"",2026-05-25 22:10:05.866 +0530
1455,Cassell,"",2026-05-25 22:10:05.866 +0530
1456,Marion Boyars Publishers,"",2026-05-25 22:10:05.866 +0530
1457,Imprint Books,"",2026-05-25 22:10:05.866 +0530
1458,Ladybug Pub Llc,"",2026-05-25 22:10:05.866 +0530
1459,Reignbow,"",2026-05-25 22:10:05.866 +0530
1460,Little Apple Books (Scholastic),"",2026-05-25 22:10:05.866 +0530
1461,Random House Childrens Pub (Mm),"",2026-05-25 22:10:05.866 +0530
1462,Scholastic Inc.,"",2026-05-25 22:10:05.866 +0530
1463,Seix Barral,"",2026-05-25 22:10:05.866 +0530
1464,Schoenhofsforeign Books Inc,"",2026-05-25 22:10:05.866 +0530
1465,Arrow,"",2026-05-25 22:10:05.866 +0530
1466,Obsidian Pub Pr,"",2026-05-25 22:10:05.866 +0530
1467,Silverback Books,"",2026-05-25 22:10:05.866 +0530
1468,Cantwell Hamilton Pr,"",2026-05-25 22:10:05.866 +0530
1469,"3f Publications","",2026-05-25 22:10:05.866 +0530
1470,Necro Pubns,"",2026-05-25 22:10:05.866 +0530
1471,Cemetery Dance Pubns,"",2026-05-25 22:10:05.866 +0530
1472,Bloodletting Pr,"",2026-05-25 22:10:05.866 +0530
1473,Overlook Connection Press,"",2026-05-25 22:10:05.866 +0530
1474,Ateneo De Manila Univ Pr,"",2026-05-25 22:10:05.866 +0530
1475,Luso Brazilian Books,"",2026-05-25 22:10:05.866 +0530
1476,Aguilar,"",2026-05-25 22:10:05.866 +0530
1477,Errepar,"",2026-05-25 22:10:05.866 +0530
1478,Longseller,"",2026-05-25 22:10:05.866 +0530
1479,Lectorum Pubns (Adult),"",2026-05-25 22:10:05.866 +0530
1480,Ariel,"",2026-05-25 22:10:05.866 +0530
1481,Orchard Books (NY),"",2026-05-25 22:10:05.866 +0530
1482,Irish Books &amp; Media,"",2026-05-25 22:10:05.866 +0530
1483,Harcourt Young Classics,"",2026-05-25 22:10:05.866 +0530
1484,Gallimard Jeunesse,"",2026-05-25 22:10:05.866 +0530
1485,"Talonbooks, Ltd.","",2026-05-25 22:10:05.866 +0530
1486,Prentice Hall (Sd),"",2026-05-25 22:10:05.866 +0530
1487,Black Rose Books,"",2026-05-25 22:10:05.866 +0530
1488,University of British Columbia Press,"",2026-05-25 22:10:05.866 +0530
1489,Harbour Pub Co,"",2026-05-25 22:10:05.866 +0530
1490,Nelson Canada,"",2026-05-25 22:10:05.866 +0530
1491,Phoenix Press (UK),"",2026-05-25 22:10:05.866 +0530
1492,Attack International,"",2026-05-25 22:10:05.866 +0530
1493,Women's Press,"",2026-05-25 22:10:05.866 +0530
1494,Lorenz Books,"",2026-05-25 22:10:05.866 +0530
1495,Ondorisha Publishers,"",2026-05-25 22:10:05.866 +0530
1496,Zander eBooks,"",2026-05-25 22:10:05.866 +0530
1497,"Holt, Rinehart and Winston","",2026-05-25 22:10:05.866 +0530
1498,Hoffmann und Campe,"",2026-05-25 22:10:05.866 +0530
1499,Sophia Institute Press,"",2026-05-25 22:10:05.866 +0530
1500,Sterling,"",2026-05-25 22:10:05.866 +0530
1501,"Landoll, Inc.","",2026-05-25 22:10:05.866 +0530
1502,Bookpartners,"",2026-05-25 22:10:05.866 +0530
1503,Kidsbooks,"",2026-05-25 22:10:05.866 +0530
1504,Grolier Book Club Edition,"",2026-05-25 22:10:05.866 +0530
1505,Zondervan (J),"",2026-05-25 22:10:05.866 +0530
1506,"Precious Life Books, Incorporated","",2026-05-25 22:10:05.866 +0530
1507,Kingfisher,"",2026-05-25 22:10:05.866 +0530
1508,Austin &amp; Nelson,"",2026-05-25 22:10:05.866 +0530
1509,Otokar Kersovani,"",2026-05-25 22:10:05.866 +0530
1510,Znanje,"",2026-05-25 22:10:05.866 +0530
1511,House of Stratus,"",2026-05-25 22:10:05.866 +0530
1512,Smooch,"",2026-05-25 22:10:05.866 +0530
1513,Chariot Victor Pub,"",2026-05-25 22:10:05.866 +0530
1514,Demeter Press,"",2026-05-25 22:10:05.866 +0530
1515,Global Book Publisher,"",2026-05-25 22:10:05.866 +0530
1516,Drew Marketing &amp; Productions,"",2026-05-25 22:10:05.866 +0530
1517,Tyndale House Pub,"",2026-05-25 22:10:05.866 +0530
1518,De Arbeiderspers,"",2026-05-25 22:10:05.866 +0530
1519,Marlowe &amp; Company,"",2026-05-25 22:10:05.866 +0530
1520,S. Fischer,"",2026-05-25 22:10:05.866 +0530
1521,Schroeder M.V.,"",2026-05-25 22:10:05.866 +0530
1522,Carl Hanser Verlag,"",2026-05-25 22:10:05.866 +0530
1523,Hanser Belletristik,"",2026-05-25 22:10:05.866 +0530
1524,Hard Shell Word Factory,"",2026-05-25 22:10:05.866 +0530
1525,H.N. Abrams,"",2026-05-25 22:10:05.866 +0530
1526,Rob Weisbach Books,"",2026-05-25 22:10:05.866 +0530
1527,Magellan Press (TN),"",2026-05-25 22:10:05.866 +0530
1528,Chicken House,"",2026-05-25 22:10:05.866 +0530
1529,HarperCollins Canada,"",2026-05-25 22:10:05.866 +0530
1530,Abingdon Press,"",2026-05-25 22:10:05.866 +0530
1531,Bantam Pr Ltd,"",2026-05-25 22:10:05.866 +0530
1532,Podium,"",2026-05-25 22:10:05.866 +0530
1533,Kings Court Communications,"",2026-05-25 22:10:05.866 +0530
1534,Wydawn. Literackie,"",2026-05-25 22:10:05.866 +0530
1535,"List, Verlag GmbH &amp; Co. KG Paul","",2026-05-25 22:10:05.866 +0530
1536,Ullstein Buchverlage GmbH &amp; Co. KG / Ullstein Tas,"",2026-05-25 22:10:05.866 +0530
1537,Arche Verlag,"",2026-05-25 22:10:05.866 +0530
1538,List Tb.,"",2026-05-25 22:10:05.866 +0530
1539,Harmony Books,"",2026-05-25 22:10:05.866 +0530
1540,Louisiana State University Press,"",2026-05-25 22:10:05.866 +0530
1541,Word,"",2026-05-25 22:10:05.866 +0530
1542,New Leaf Pr,"",2026-05-25 22:10:05.866 +0530
1543,Fawcett Popular Books,"",2026-05-25 22:10:05.866 +0530
1544,Branson Creek Press,"",2026-05-25 22:10:05.866 +0530
1545,River Road Press (MO),"",2026-05-25 22:10:05.866 +0530
1546,Intercultural Press,"",2026-05-25 22:10:05.866 +0530
1547,Barney Publishing,"",2026-05-25 22:10:05.866 +0530
1548,Dressler Verlag,"",2026-05-25 22:10:05.866 +0530
1549,Le Livre de poche,"",2026-05-25 22:10:05.866 +0530
1550,Virago,"",2026-05-25 22:10:05.866 +0530
1551,Bloomsbury USA,"",2026-05-25 22:10:05.866 +0530
1552,Consumers Union U.S.,"",2026-05-25 22:10:05.866 +0530
1553,Fleming H. Revell Company,"",2026-05-25 22:10:05.866 +0530
1554,Carlsen,"",2026-05-25 22:10:05.866 +0530
1555,Compass Books,"",2026-05-25 22:10:05.866 +0530
1556,Bantam Books for Young Readers,"",2026-05-25 22:10:05.866 +0530
1557,Palisades,"",2026-05-25 22:10:05.866 +0530
1558,Angsana Books,"",2026-05-25 22:10:05.866 +0530
1559,Bantam Skylark Book,"",2026-05-25 22:10:05.866 +0530
1560,McGraw-Hill/Contemporary,"",2026-05-25 22:10:05.866 +0530
1561,Blast Books,"",2026-05-25 22:10:05.866 +0530
1562,Writers &amp; Readers Publishing,"",2026-05-25 22:10:05.866 +0530
1563,Leathers Publishing,"",2026-05-25 22:10:05.866 +0530
1564,Llewellyn Espanol,"",2026-05-25 22:10:05.866 +0530
1565,Banner of Truth,"",2026-05-25 22:10:05.866 +0530
1566,Thunder Bay Press (CA),"",2026-05-25 22:10:05.866 +0530
1567,Baker Books,"",2026-05-25 22:10:05.866 +0530
1568,Critics Choice Paperbacks/Lorevan Publishing,"",2026-05-25 22:10:05.866 +0530
1569,Red Wheel,"",2026-05-25 22:10:05.866 +0530
1570,Kein &amp; Aber,"",2026-05-25 22:10:05.866 +0530
1571,Beyond Words Publishing,"",2026-05-25 22:10:05.866 +0530
1572,Topaz,"",2026-05-25 22:10:05.866 +0530
1573,Coach House,"",2026-05-25 22:10:05.866 +0530
1574,Harperperennial,"",2026-05-25 22:10:05.866 +0530
1575,Editorial Planeta,"",2026-05-25 22:10:05.866 +0530
1576,L. Stuart,"",2026-05-25 22:10:05.866 +0530
1577,Books on Tape,"",2026-05-25 22:10:05.866 +0530
1578,Minerva,"",2026-05-25 22:10:05.866 +0530
1579,"Scott, Foresman","",2026-05-25 22:10:05.866 +0530
1580,Gayot,"",2026-05-25 22:10:05.866 +0530
1581,Coriolis Group Books,"",2026-05-25 22:10:05.866 +0530
1582,Crown Publishing Group,"",2026-05-25 22:10:05.866 +0530
1583,"Women's Press, Ltd. (UK)","",2026-05-25 22:10:05.866 +0530
1584,"Dell Publishing Co., Inc.","",2026-05-25 22:10:05.866 +0530
1585,Perennial (HarperCollins),"",2026-05-25 22:10:05.866 +0530
1586,Frederick Fell Publishers,"",2026-05-25 22:10:05.866 +0530
1587,Britain Books,"",2026-05-25 22:10:05.866 +0530
1588,Vintage/Ebury (A Division of Random House Group),"",2026-05-25 22:10:05.866 +0530
1589,Novello Festival Press,"",2026-05-25 22:10:05.866 +0530
1590,RiverOak Publishing,"",2026-05-25 22:10:05.866 +0530
1591,Welcome Rain,"",2026-05-25 22:10:05.866 +0530
1592,Johnson Books,"",2026-05-25 22:10:05.866 +0530
1593,Rhapsody Press,"",2026-05-25 22:10:05.866 +0530
1594,National Writers Press,"",2026-05-25 22:10:05.866 +0530
1595,Soft Skull Press,"",2026-05-25 22:10:05.866 +0530
1596,Fount,"",2026-05-25 22:10:05.866 +0530
1597,Sheridan Square Press,"",2026-05-25 22:10:05.866 +0530
1598,Thirsty Books,"",2026-05-25 22:10:05.866 +0530
1599,Portfolio,"",2026-05-25 22:10:05.866 +0530
1600,"2nd Avenue Publishing, Inc.","",2026-05-25 22:10:05.866 +0530
1601,Rockhouse Press,"",2026-05-25 22:10:05.866 +0530
1602,Five Star (ME),"",2026-05-25 22:10:05.866 +0530
1603,Xerais,"",2026-05-25 22:10:05.866 +0530
1604,New Canadian Library,"",2026-05-25 22:10:05.866 +0530
1605,Harrison House,"",2026-05-25 22:10:05.866 +0530
1606,"Cedar Fort, Inc","",2026-05-25 22:10:05.866 +0530
1607,Deseret Book Co,"",2026-05-25 22:10:05.866 +0530
1608,Salamander Books Ltd,"",2026-05-25 22:10:05.866 +0530
1609,Foxrock Books,"",2026-05-25 22:10:05.866 +0530
1610,Hunter Publishing+inc,"",2026-05-25 22:10:05.866 +0530
1611,Burford Books,"",2026-05-25 22:10:05.866 +0530
1612,Dutton Children's Books,"",2026-05-25 22:10:05.866 +0530
1613,Tundra Books (NY),"",2026-05-25 22:10:05.866 +0530
1614,QuÃ©bec AmÃ©rique,"",2026-05-25 22:10:05.866 +0530
1615,"Comex Systems, Incorporated","",2026-05-25 22:10:05.866 +0530
1616,DK Ink,"",2026-05-25 22:10:05.866 +0530
1617,Abbeville Press,"",2026-05-25 22:10:05.866 +0530
1618,Navpress Publishing Group,"",2026-05-25 22:10:05.866 +0530
1619,Sterling Pub. Co,"",2026-05-25 22:10:05.866 +0530
1620,Navpress,"",2026-05-25 22:10:05.866 +0530
1621,Brown Books,"",2026-05-25 22:10:05.866 +0530
1622,Amer Book Pub,"",2026-05-25 22:10:05.866 +0530
1623,River Publishing,"",2026-05-25 22:10:05.866 +0530
1624,Made E-Z Products,"",2026-05-25 22:10:05.866 +0530
1625,Avery Publishing Group,"",2026-05-25 22:10:05.866 +0530
1626,Image F/X Publications,"",2026-05-25 22:10:05.866 +0530
1627,John Edward (HAYLO),"",2026-05-25 22:10:05.866 +0530
1628,"Icon Group International, Inc.","",2026-05-25 22:10:05.866 +0530
1629,Firebird Books,"",2026-05-25 22:10:05.866 +0530
1630,Cliff Street Books,"",2026-05-25 22:10:05.866 +0530
1631,Simon &amp; Schuster Merchandise &amp;,"",2026-05-25 22:10:05.866 +0530
1632,Pearson Education POD,"",2026-05-25 22:10:05.866 +0530
1633,Wide World Publishing,"",2026-05-25 22:10:05.866 +0530
1634,Warner,"",2026-05-25 22:10:05.866 +0530
1635,GuildAmerica Books,"",2026-05-25 22:10:05.866 +0530
1636,Dorchester Publishing Company,"",2026-05-25 22:10:05.866 +0530
1637,"KrÃ?Â¼ger, Frankfurt","",2026-05-25 22:10:05.866 +0530
1638,Labyrint,"",2026-05-25 22:10:05.866 +0530
1639,Eumo Editorial,"",2026-05-25 22:10:05.866 +0530
1640,Heinle &amp; Heinle Publishers,"",2026-05-25 22:10:05.866 +0530
1641,Autrement,"",2026-05-25 22:10:05.866 +0530
1642,Univ Puerto Rico Pr,"",2026-05-25 22:10:05.866 +0530
1643,Taifa,"",2026-05-25 22:10:05.866 +0530
1644,Archipel,"",2026-05-25 22:10:05.866 +0530
1645,L'Aventurine,"",2026-05-25 22:10:05.866 +0530
1646,Era,"",2026-05-25 22:10:05.866 +0530
1647,Ticknor &amp; Fields,"",2026-05-25 22:10:05.866 +0530
1648,Harper SanFrancisco,"",2026-05-25 22:10:05.866 +0530
1649,Backinprint.com,"",2026-05-25 22:10:05.866 +0530
1650,Sky Blue Press,"",2026-05-25 22:10:05.866 +0530
1651,Black Swab,"",2026-05-25 22:10:05.866 +0530
1652,Econ Tb.,"",2026-05-25 22:10:05.866 +0530
1653,Langen/MÃ?Â¼ller,"",2026-05-25 22:10:05.866 +0530
1654,Assn for Public Transportation,"",2026-05-25 22:10:05.866 +0530
1655,Guilford Publications,"",2026-05-25 22:10:05.866 +0530
1656,"Diffusion, DimÃ©dia","",2026-05-25 22:10:05.866 +0530
1657,Smart Art Press,"",2026-05-25 22:10:05.866 +0530
1658,Fusion Press,"",2026-05-25 22:10:05.866 +0530
1659,Editorial Anagrama,"",2026-05-25 22:10:05.866 +0530
1660,Vicens Vives,"",2026-05-25 22:10:05.866 +0530
1661,Ediciones Destino,"",2026-05-25 22:10:05.866 +0530
1662,Tilbury House Pub,"",2026-05-25 22:10:05.866 +0530
1663,Berg Publishers,"",2026-05-25 22:10:05.866 +0530
1664,Harcourt Children's Books,"",2026-05-25 22:10:05.866 +0530
1665,Mondadori Italian,"",2026-05-25 22:10:05.866 +0530
1666,South Asia Books,"",2026-05-25 22:10:05.866 +0530
1667,Dunmore Press,"",2026-05-25 22:10:05.866 +0530
1668,Tusquets USA Pub,"",2026-05-25 22:10:05.866 +0530
1669,Presbyterian Pub Corp,"",2026-05-25 22:10:05.866 +0530
1670,Rider,"",2026-05-25 22:10:05.866 +0530
1671,Parallax Pr,"",2026-05-25 22:10:05.866 +0530
1672,Snow Lion Publications,"",2026-05-25 22:10:05.866 +0530
1673,Chelsea Green Pub. Co,"",2026-05-25 22:10:05.866 +0530
1674,Rudra Press,"",2026-05-25 22:10:05.866 +0530
1675,Baleine,"",2026-05-25 22:10:05.866 +0530
1676,Walter-Verlag,"",2026-05-25 22:10:05.866 +0530
1677,Frankfurter Verlagsanstalt,"",2026-05-25 22:10:05.866 +0530
1678,Inventeam Llc,"",2026-05-25 22:10:05.866 +0530
1679,Frederick Ungar,"",2026-05-25 22:10:05.866 +0530
1680,Penguin/Puffin Mass Market,"",2026-05-25 22:10:05.866 +0530
1681,Oxford Univ Press,"",2026-05-25 22:10:05.866 +0530
1682,F &amp; W Pubns,"",2026-05-25 22:10:05.866 +0530
1683,Barron's,"",2026-05-25 22:10:05.866 +0530
1684,Merriam-Webster,"",2026-05-25 22:10:05.866 +0530
1685,Microsoft Press,"",2026-05-25 22:10:05.866 +0530
1686,distributed by Hawthorn Books,"",2026-05-25 22:10:05.866 +0530
1687,Ortho Books,"",2026-05-25 22:10:05.866 +0530
1688,Fifth House Publishers,"",2026-05-25 22:10:05.866 +0530
1689,PublicaÃ§Ãµes Dom Quixote,"",2026-05-25 22:10:05.866 +0530
1690,Yale Univ Pr,"",2026-05-25 22:10:05.866 +0530
1691,Cellar Book Shop,"",2026-05-25 22:10:05.866 +0530
1692,East West Discovery Press,"",2026-05-25 22:10:05.866 +0530
1693,Amer Psychological Assn,"",2026-05-25 22:10:05.866 +0530
1694,Kitchen Table--Women of Color Press,"",2026-05-25 22:10:05.866 +0530
1695,Hidden Valley Pr,"",2026-05-25 22:10:05.866 +0530
1696,Independent Spirit Publishing,"",2026-05-25 22:10:05.866 +0530
1697,McSweeney's Books,"",2026-05-25 22:10:05.866 +0530
1698,Eakin Press,"",2026-05-25 22:10:05.866 +0530
1699,Elsevier Science Health Science div,"",2026-05-25 22:10:05.866 +0530
1700,Kaplan,"",2026-05-25 22:10:05.866 +0530
1701,"Octagon Press, Limited","",2026-05-25 22:10:05.866 +0530
1702,Longmeadow Press,"",2026-05-25 22:10:05.866 +0530
1703,"George Weidenfeld &amp; Nicholson, Ltd.","",2026-05-25 22:10:05.866 +0530
1704,Piccadilly Press,"",2026-05-25 22:10:05.866 +0530
1705,Virgin Books,"",2026-05-25 22:10:05.866 +0530
1706,Little Hare,"",2026-05-25 22:10:05.866 +0530
1707,Haymon,"",2026-05-25 22:10:05.866 +0530
1708,Chivers North Amer,"",2026-05-25 22:10:05.866 +0530
1709,Hodder Children's Books,"",2026-05-25 22:10:05.866 +0530
1710,Children's Classics,"",2026-05-25 22:10:05.866 +0530
1711,National Geographic,"",2026-05-25 22:10:05.866 +0530
1712,Lowell House,"",2026-05-25 22:10:05.866 +0530
1713,E D C Pub,"",2026-05-25 22:10:05.866 +0530
1714,Clarion Books,"",2026-05-25 22:10:05.866 +0530
1715,Penguin Books Australia Ltd,"",2026-05-25 22:10:05.866 +0530
1716,Green Tiger Press,"",2026-05-25 22:10:05.866 +0530
1717,Golden Press,"",2026-05-25 22:10:05.866 +0530
1718,DK Publishing Inc,"",2026-05-25 22:10:05.866 +0530
1719,Annick Press,"",2026-05-25 22:10:05.866 +0530
1720,Harcourt Paperbacks,"",2026-05-25 22:10:05.866 +0530
1721,Meadowbrook Press,"",2026-05-25 22:10:05.866 +0530
1722,Williamson Publishing Company (VT),"",2026-05-25 22:10:05.866 +0530
1723,Teacher Created Materials,"",2026-05-25 22:10:05.866 +0530
1724,Globe Pequot,"",2026-05-25 22:10:05.866 +0530
1725,GR Publishing,"",2026-05-25 22:10:05.866 +0530
1726,Clara Pub,"",2026-05-25 22:10:05.866 +0530
1727,Diffusion Harmonia Mundi,"",2026-05-25 22:10:05.866 +0530
1728,Librairie Generale Francaise,"",2026-05-25 22:10:05.866 +0530
1729,SynergEbooks,"",2026-05-25 22:10:05.866 +0530
1730,"Moderne Verlagsges., M.","",2026-05-25 22:10:05.866 +0530
1731,"Herder, Freiburg","",2026-05-25 22:10:05.866 +0530
1732,"22/7 Publishing Company","",2026-05-25 22:10:05.866 +0530
1733,Book Pub. Co.,"",2026-05-25 22:10:05.866 +0530
1734,Bonanza Books,"",2026-05-25 22:10:05.866 +0530
1735,Quill,"",2026-05-25 22:10:05.866 +0530
1736,"Barron's Educational Series, inc","",2026-05-25 22:10:05.866 +0530
1737,Cartwheel Books (Scholastics),"",2026-05-25 22:10:05.866 +0530
1738,Sheridan House,"",2026-05-25 22:10:05.866 +0530
1739,Rough Guides,"",2026-05-25 22:10:05.866 +0530
1740,Rough Guides Limited,"",2026-05-25 22:10:05.866 +0530
1741,Aulis Verlag Deubner,"",2026-05-25 22:10:05.866 +0530
1742,Campo das Letras,"",2026-05-25 22:10:05.866 +0530
1743,Publicacoes Dom Quixote,"",2026-05-25 22:10:05.866 +0530
1744,Dalmatian Press,"",2026-05-25 22:10:05.866 +0530
1745,CÃ¡tedra,"",2026-05-25 22:10:05.866 +0530
